ID,PRCCODE,Description,EXPQNT,EXPVAL,IMPQNT,IMPVAL,PRODQNT,PRODVAL,QNTUNIT
198,10392910,Dried grapes,"3,623,900","8,175,800","98,203,900","166,663,100",:,:,kg
199,10392920,"Dried fruit (excluding dates, pineapples, avocados, guavas, mangoes, mangosteens, citrus fruit and grapes); mixtures of dried nuts and/or dried fruits","5,948,100","24,461,290","48,538,700","176,980,130","24,248,147","118,814,075",kg
200,10392950,"Fruit, prepared or preserved, n.e.c. (excluding Müsli)","11,939,900","45,118,180","190,922,700","295,379,470","187,946,945","629,658,306",kg
201,10393000,"Vegetable by-products and waste for animal consumption, n.e.c.","51,263,300","11,029,440","667,636,600","124,611,180","567,818,028","9,448,294",kg
202,10399100,"Cooking and other preparation services (concentration, etc.) for the preservation of fruit and vegetables",:,:,:,:,:,:,:
203,10411100,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or otherwise prepared)","58,774,700","29,146,570","31,444,100","15,154,110",:,:,kg
204,10411200,Fats and oils and their fractions of fish or marine mammals (excluding chemically modified),"10,711,100","30,494,100","26,486,700","45,531,930","25,266,000","22,908,072",kg
205,10411900,"Other animal fats and oils and their fractions, whether or not refined (excluding chemically modified)","2,361,600","1,740,910","1,036,900","2,225,530",0,0,kg
206,10412100,Crude soya-bean oil and its fractions (excluding chemically modified),:,:,:,:,:,:,:
207,10412110,Crude groundnut oil and its fractions (excluding chemically modified),0,390,"98,800","216,410",0,0,kg
208,10412200,Crude groundnut oil and its fractions (excluding chemically modified),:,:,:,:,:,:,:
209,10412210,Virgin olive oil and its fractions (excluding chemically modified),"952,400","4,432,770","36,568,100","145,100,120","790,367","6,287,936",kg
210,10412220,"Oils and their fractions obtained solely from olives, crude (including those blended with virgin olive oil, refined) (excluding virgin olive oil and chemically modified oils)","2,000","7,210",0,"1,950",0,0,kg
211,10412300,Crude sunflower-seed and safflower oil and their fractions (excluding chemically modified),"17,969,100","16,800,830","245,510,500","185,417,130",0,0,kg
212,10412310,Virgin olive oil and its fractions (excluding chemically modified),:,:,:,:,:,:,:
213,10412330,"Oils and their fractions obtained solely from olives, crude (including those blended with virgin olive oil, refined) (excluding virgin olive oil and chemically modified oils)",:,:,:,:,:,:,:
214,10412400,Crude sunflower-seed and safflower oil and their fractions (excluding chemically modified),:,:,:,:,:,:,:
215,10412410,"Crude rape, colza or mustard oil and their fractions (excluding chemically modified)","163,169,600","113,996,540","3,493,200","2,721,700",:,:,kg
216,10412500,Crude cotton-seed oil and its fractions (excluding chemically modified),:,:,:,:,:,:,:
217,10412510,Crude palm oil and its fractions (excluding chemically modified),"15,987,900","13,051,220","64,566,000","42,847,090",0,0,kg
218,10412600,"Crude rape, colza or mustard oil and their fractions (excluding chemically modified)",:,:,:,:,:,:,:
219,10412700,Crude palm oil and its fractions (excluding chemically modified),:,:,:,:,:,:,:
220,10412800,Crude coconut (copra) oil and its fractions (excluding chemically modified),:,:,:,:,:,:,:
221,10412900,"Other vegetable oils, crude (excluding chemically modified oils)",:,:,:,:,:,:,:
222,10412910,"Other vegetable oils, crude (excluding chemically modified oils)","15,181,700","30,415,430","145,120,200","119,429,800",:,:,kg
223,10413000,Cotton linters,"93,500","238,350","23,700","101,900",0,0,kg
224,10414130,Oilcake and other solid residues resulting from the extraction of soya-bean oil,"110,476,700","36,056,040","1,989,002,100","720,010,620",:,:,kg
225,10414150,Oilcake and other solid residues resulting from the extraction of sunflower seed fats or oils,"103,600","174,180","474,110,200","88,492,120",0,0,kg
226,10414170,Oilcake and other solid residues resulting from the extraction of rape or colza seed fats or oils,"310,134,800","69,796,640","158,792,100","40,689,010",:,:,kg
227,10414190,"Oilcake and other solid residues from extraction of vegetable fats/oils (including cotton seeds, linseed, coconut, copra, palm nuts or kernels; excluding soya beans, sunflower, rape or colza seeds)","6,404,700","1,289,250","418,175,700","56,326,580",0,0,kg
228,10414200,Flours and meals of oil seeds or oleaginous fruits (excluding of mustard),"461,900","1,857,320","8,597,500","10,225,220",:,:,kg
229,10415100,Refined soya-bean oil and its fractions (excluding chemically modified),"10,783,800","11,436,710","64,636,500","49,777,870",:,:,kg
230,10415200,Refined groundnut oil and its fractions (excluding chemically modified),"126,000","656,860","2,804,600","4,532,930",:,:,kg
231,10415310,Refined olive oil and its fractions (excluding chemically modified),"1,041,500","4,672,310","26,838,200","88,949,660",:,:,kg
232,10415330,"Oils and their fractions obtained solely from olives (including those blended with virgin olive oil, refined) (excluding crude oils, virgin olive oil and chemically modified oils)","487,100","930,940","3,852,200","7,610,770",:,:,kg
233,10415400,Refined sunflower-seed and safflower oil and their fractions (excluding chemically modified),"16,752,300","19,364,780","62,585,400","58,112,610",:,"61,447,254",kg
234,10415500,Refined cotton-seed oil and its fractions (excluding chemically modified),"16,900","236,810","61,500","250,020",0,0,kg
235,10415600,"Refined rape, colza or mustard oil and their fractions (excluding chemically modified)","74,006,500","60,607,620","69,511,300","53,693,740",:,:,kg
236,10415700,Refined palm oil and its fractions (excluding chemically modified),"27,129,200","31,496,950","334,016,900","223,239,240","294,032,897","276,868,126",kg
237,10415800,Refined coconut (copra) oil and its fractions (excluding chemically modified),"622,500","3,024,920","19,180,300","29,761,430",:,:,kg
238,10415900,"Other oils and their fractions, refined but not chemically modified; fixed vegetable fats and other vegetable oils (except maize oil) and their fractions n.e.c. refined but not chemically modified","7,207,700","27,517,340","34,911,100","71,553,050","3,583,514","18,525,845",kg
239,10416030,"Animal fats and oils and their fractions partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, but not further prepared (including refined)","8,583,900","14,393,920","3,858,400","11,745,900","2,217,370",:,kg
240,10416050,"Vegetable fats and oils and their fractions partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, but not further prepared (including refined)","14,792,200","20,639,000","43,533,400","72,611,860","899,832","1,806,242",kg
241,10417100,Vegetable waxes (including refined) (excluding triglycerides),"415,900","2,127,150","1,238,400","7,216,980",0,0,kg
242,10417200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,"1,030,300","862,650","13,300","62,010",:,:,kg
243,10421030,Margarine and reduced and low fat spreads (excluding liquid margarine),"9,624,200","21,004,580","53,885,500","70,298,750","79,050,047","68,859,852",kg
244,10421050,"Other edible preparations of fats and oils, including liquid margarine","11,996,500","26,598,070","33,072,100","43,295,830","137,119,885","216,187,225",kg
245,10511133,"Milk and cream of a fat content by weight of <= 1 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of a net content <= 2 l","8,930,000","6,377,020","26,364,900","14,962,600","425,001,000","196,356,998",kg
246,10511137,"Milk and cream of a fat content by weight of <= 1 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of a net content > 2 l","2,321,100","7,179,230","63,097,300","11,293,610","375,499,000","177,358,683",kg
247,10511142,"Milk and cream of a fat content by weight of > 1 % but <= 6 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of a net content <= 2 l","58,251,600","27,607,140","60,283,100","32,860,500","3,048,088,000","1,429,175,662",kg
248,10511148,"Milk and cream of a fat content by weight of > 1 % but <= 6 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of a net content > 2 l","783,988,500","266,850,810","126,910,800","44,541,250","3,451,619,000","1,549,393,587",kg
249,10511210,"Milk and cream of a fat content by weight of > 6 % but <= 21 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of <= 2 l","1,705,000","1,223,700","2,177,000","3,912,420","13,011,000","36,241,254",kg
250,10511220,"Milk and cream of a fat content by weight of > 6 % but <= 21 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of > 2 l","4,730,800","10,822,070","997,300","1,656,850","92,474,000","92,277,696",kg
251,10511230,"Milk and cream of a fat content by weight of > 21 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of <= 2 l","3,387,500","10,238,080","16,023,400","35,358,300","113,160,000","185,261,837",kg
252,10511240,"Milk and cream of a fat content by weight of > 21 %, not concentrated nor containing added sugar or other sweetening matter, in immediate packings of > 2 l","13,925,300","57,081,350","11,508,200","53,879,430","235,763,000","528,032,915",kg
253,10512130,"Skimmed milk powder (milk and cream in solid forms, of a fat content by weight of <= 1,5 %), in immediate packings of <= 2,5 kg","1,666,900","7,554,040","4,737,000","12,342,690",:,:,kg
254,10512160,"Skimmed milk powder (milk and cream in solid forms, of a fat content by weight of <= 1,5 %), in immediate packings of > 2,5 kg","58,062,100","115,238,670","23,885,500","44,221,220","52,807,000","109,181,540",kg
255,10512230,"Whole milk powder or full cream powder (milk and cream in solid forms, of a fat content by weight of > 1,5 %), in immediate packings of <= 2,5 kg","3,824,100","41,469,370","7,939,500","17,258,980",:,"16,129,579",kg
256,10512260,"Whole milk powder or full cream powder (milk and cream in solid forms, of a fat content by weight of > 1,5 %), in immediate packings of > 2,5 kg","62,238,600","100,061,320","17,291,500","43,723,390","30,280,000",:,kg
257,10513030,Butter of a fat content by weight <= 85 %,"39,816,100","179,644,960","61,825,000","311,566,920","171,681,000","619,258,288",kg
258,10513050,Butter of a fat content by weight > 85 % and other fats and oils derived from milk (excluding dairy spreads of a fat content by weight < 80 %),"20,485,000","124,702,400","14,508,600","71,318,620",:,:,kg
259,10513070,Dairy spreads of a fat content by weight < 80 %,"1,979,600","6,130,100","5,149,500","13,474,470",:,:,kg
260,10514030,Unripened or uncured cheese (fresh cheese) (including whey cheese and curd),"65,926,600","216,795,260","183,593,400","472,442,370","408,155,000","816,264,087",kg
261,10514050,"Grated, powdered, blue-veined and other non-processed cheese (excluding fresh cheese, whey cheese and curd)","110,272,700","484,644,880","274,623,500","1,164,529,580","346,841,000","1,525,130,269",kg
262,10514070,Processed cheese (excluding grated or powdered),"10,928,300","50,239,810","47,859,000","226,032,290","21,318,000","101,625,391",kg
263,10515104,"Condensed or evaporated milk, unsweetened","5,053,300","3,693,250","16,889,000","22,713,900","14,460,000","11,950,809",kg
264,10515108,"Condensed or evaporated milk, sweetened","1,731,500","9,277,530","30,900,700","55,479,380",:,:,kg
265,10515241,"Curdled milk, cream, yogurt and other fermented products","20,140,700","32,233,780","96,360,700","152,353,350","201,132,923","293,016,921",kg
266,10515245,Flavoured liquid yoghurt or acidified milk (curdled milk; cream; yoghurt and other fermented products flavoured or containing added fruit; nuts or cocoa),"28,704,500","47,474,940","242,833,100","286,974,870","348,159,000",:,kg
267,10515263,Buttermilk powder,"246,200","578,020","5,536,700","10,184,920",:,:,kg
268,10515265,Buttermilk,"1,367,600","2,147,010","5,635,400","5,325,190","14,621,000","14,211,437",kg
269,10515300,Casein and caseinates,"135,200","997,840","4,470,900","25,650,230",0,0,kg
270,10515400,Lactose and lactose syrup (including chemically pure lactose),"18,878,700","11,997,920","12,299,200","19,835,790",:,:,kg
271,10515530,"Whey and modified whey in powder, granules or other solid forms, whether or not concentrated or containing added sweetening matter","42,807,400","49,522,730","55,403,200","71,650,950","99,935,000","41,670,152",kg
272,10515560,Whey and modified whey in liquid or paste forms; whether or not concentrated or containing added sweetening matter,"3,207,200","2,677,030","452,600","568,140","106,649,000","36,578,088",kg
273,10515600,"Products consisting of natural milk constituents, n.e.c.","1,022,000","8,779,720","35,036,000","30,220,170","66,636,000","47,535,351",kg
274,10521000,"Ice cream and other edible ice (including sherbet, lollipops) (excluding mixes and bases for ice cream)",:,"136,446,790",:,"358,056,890","328,055,041","493,723,367",l
275,10611100,Husked (brown) rice,"3,526,800","4,907,790","227,443,900","166,144,130",:,:,kg
276,10611230,"Semi-milled or wholly milled (bleached) rice, whether or not polished or glazed","40,825,700","49,570,630","231,606,700","191,586,220","158,912,228","276,685,015",kg
277,10611250,Broken rice,"4,470,600","1,836,910","97,193,900","33,831,180",:,:,kg
278,10612100,Wheat or meslin flour,"242,768,800","110,128,740","86,309,500","29,516,210","3,800,394,000","1,208,200,427",kg
279,10612200,Cereal flours (excluding wheat or meslin),"11,503,600","7,793,280","43,752,100","27,356,650","58,905,828","29,792,813",kg
280,10612300,"Flour and meal of dried peas, beans, lentils, sago, manioc, arrowroot, salep, jerusalem artichokes, sweet potatoes or similar roots or tubers; flour, meal, powder of edible fruit, nuts","2,292,600","7,246,470","10,671,800","21,005,230",:,"14,402,460",kg
281,10612400,"Mixes and doughs for the preparation of bread, cakes, pastry, crispbread, biscuits, waffles, wafers, rusks, toasted bread and similar toasted products and other bakers¿ wares","122,922,000","150,555,410","73,903,500","149,607,890","523,172,826","412,977,134",kg
